dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,knn,ratiorange,351,0.02377,447,0.3492,593920,0.95526,U,20,0.8,0.8
annealing,knn,ratiorange,351,0.02377,447,0.3492,593920,0.95526,4,0,,
annealing,knn,ratiorange,351,0.02377,447,0.3492,593920,0.95526,5,32,1.0,1.0
annealing,knn,ratiorange,359,0.02522,439,0.34674,610304,0.97039,1,2,1.0,1.0
annealing,knn,ratiorange,359,0.02522,439,0.34674,610304,0.97039,3,334,0.9652173913043478,0.9970059880239521
annealing,knn,ratiorange,359,0.02522,439,0.34674,610304,0.97039,2,53,1.0,0.8113207547169812
annealing,knn,ratiorange,359,0.02522,439,0.34674,610304,0.97039,U,19,0.9444444444444444,0.8947368421052632
annealing,knn,ratiorange,359,0.02522,439,0.34674,610304,0.97039,4,0,,
annealing,knn,ratiorange,359,0.02522,439,0.34674,610304,0.97039,5,31,1.0,1.0
annealing,knn,ratiorange,367,0.02518,431,0.3364,622592,0.97448,1,1,1.0,1.0
annealing,knn,ratiorange,367,0.02518,431,0.3364,622592,0.97448,3,329,0.9732142857142857,0.993920972644377
annealing,knn,ratiorange,367,0.02518,431,0.3364,622592,0.97448,2,53,0.9782608695652174,0.8490566037735849
annealing,knn,ratiorange,367,0.02518,431,0.3364,622592,0.97448,U,17,0.9411764705882353,0.9411764705882353
annealing,knn,ratiorange,367,0.02518,431,0.3364,622592,0.97448,4,0,,
annealing,knn,ratiorange,367,0.02518,431,0.3364,622592,0.97448,5,31,1.0,1.0
annealing,knn,ratiorange,375,0.02959,423,0.33166,634880,0.974,1,1,1.0,1.0
annealing,knn,ratiorange,375,0.02959,423,0.33166,634880,0.974,3,325,0.9672619047619048,1.0
annealing,knn,ratiorange,375,0.02959,423,0.33166,634880,0.974,2,52,1.0,0.8269230769230769
annealing,knn,ratiorange,375,0.02959,423,0.33166,634880,0.974,U,16,1.0,0.9375
annealing,knn,ratiorange,375,0.02959,423,0.33166,634880,0.974,4,0,,
annealing,knn,ratiorange,375,0.02959,423,0.33166,634880,0.974,5,29,1.0,0.9655172413793104
annealing,knn,ratiorange,383,0.02713,415,0.33423,651264,0.96627,1,1,1.0,1.0
annealing,knn,ratiorange,383,0.02713,415,0.33423,651264,0.96627,3,318,0.9720496894409938,0.9842767295597484
annealing,knn,ratiorange,383,0.02713,415,0.33423,651264,0.96627,2,51,0.9347826086956522,0.8431372549019608
annealing,knn,ratiorange,383,0.02713,415,0.33423,651264,0.96627,U,16,0.8823529411764706,0.9375
