dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,bayes,ratiorange,255,0.00828,543,0.16628,24576,0.92265,U,24,0.42105263157894735,1.0
annealing,bayes,ratiorange,255,0.00828,543,0.16628,24576,0.92265,4,0,,
annealing,bayes,ratiorange,255,0.00828,543,0.16628,24576,0.92265,5,39,1.0,1.0
annealing,bayes,ratiorange,263,0.00852,535,0.1685,24576,0.9271,1,5,0.8,0.8
annealing,bayes,ratiorange,263,0.00852,535,0.1685,24576,0.9271,3,406,0.986737400530504,0.916256157635468
annealing,bayes,ratiorange,263,0.00852,535,0.1685,24576,0.9271,2,63,0.9516129032258065,0.9365079365079365
annealing,bayes,ratiorange,263,0.00852,535,0.1685,24576,0.9271,U,24,0.4444444444444444,1.0
annealing,bayes,ratiorange,263,0.00852,535,0.1685,24576,0.9271,4,0,,
annealing,bayes,ratiorange,263,0.00852,535,0.1685,24576,0.9271,5,37,1.0,1.0
annealing,bayes,ratiorange,271,0.00883,527,0.16563,24576,0.92789,1,5,0.8,0.8
annealing,bayes,ratiorange,271,0.00883,527,0.16563,24576,0.92789,3,400,0.9865591397849462,0.9175
annealing,bayes,ratiorange,271,0.00883,527,0.16563,24576,0.92789,2,63,0.9516129032258065,0.9365079365079365
annealing,bayes,ratiorange,271,0.00883,527,0.16563,24576,0.92789,U,23,0.4423076923076923,1.0
annealing,bayes,ratiorange,271,0.00883,527,0.16563,24576,0.92789,4,0,,
annealing,bayes,ratiorange,271,0.00883,527,0.16563,24576,0.92789,5,36,1.0,1.0
annealing,bayes,ratiorange,279,0.00906,519,0.16327,24576,0.92678,1,4,0.5714285714285714,1.0
annealing,bayes,ratiorange,279,0.00906,519,0.16327,24576,0.92678,3,396,0.994475138121547,0.9090909090909091
annealing,bayes,ratiorange,279,0.00906,519,0.16327,24576,0.92678,2,62,0.9523809523809523,0.967741935483871
annealing,bayes,ratiorange,279,0.00906,519,0.16327,24576,0.92678,U,22,0.4230769230769231,1.0
annealing,bayes,ratiorange,279,0.00906,519,0.16327,24576,0.92678,4,0,,
annealing,bayes,ratiorange,279,0.00906,519,0.16327,24576,0.92678,5,35,1.0,1.0
annealing,bayes,ratiorange,287,0.00933,511,0.15961,24576,0.91977,1,4,0.4444444444444444,1.0
annealing,bayes,ratiorange,287,0.00933,511,0.15961,24576,0.91977,3,390,0.9943342776203966,0.9
annealing,bayes,ratiorange,287,0.00933,511,0.15961,24576,0.91977,2,60,0.9354838709677419,0.9666666666666667
annealing,bayes,ratiorange,287,0.00933,511,0.15961,24576,0.91977,U,22,0.4230769230769231,1.0
annealing,bayes,ratiorange,287,0.00933,511,0.15961,24576,0.91977,4,0,,
annealing,bayes,ratiorange,287,0.00933,511,0.15961,24576,0.91977,5,35,1.0,1.0
annealing,bayes,ratiorange,295,0.00953,503,0.15529,24576,0.9165,1,3,0.25,1.0
annealing,bayes,ratiorange,295,0.00953,503,0.15529,24576,0.9165,3,384,0.9942196531791907,0.8958333333333334
annealing,bayes,ratiorange,295,0.00953,503,0.15529,24576,0.9165,2,59,0.95,0.9661016949152542
annealing,bayes,ratiorange,295,0.00953,503,0.15529,24576,0.9165,U,22,0.44,1.0
annealing,bayes,ratiorange,295,0.00953,503,0.15529,24576,0.9165,4,0,,
annealing,bayes,ratiorange,295,0.00953,503,0.15529,24576,0.9165,5,35,1.0,1.0
annealing,bayes,ratiorange,303,0.00966,495,0.154,24576,0.91111,1,3,0.25,1.0
annealing,bayes,ratiorange,303,0.00966,495,0.154,24576,0.91111,3,379,0.9941002949852508,0.8891820580474934
annealing,bayes,ratiorange,303,0.00966,495,0.154,24576,0.91111,2,57,0.9166666666666666,0.9649122807017544
annealing,bayes,ratiorange,303,0.00966,495,0.154,24576,0.91111,U,22,0.44,1.0
annealing,bayes,ratiorange,303,0.00966,495,0.154,24576,0.91111,4,0,,
annealing,bayes,ratiorange,303,0.00966,495,0.154,24576,0.91111,5,34,1.0,1.0
annealing,bayes,ratiorange,311,0.00998,487,0.15263,24576,0.91581,1,3,0.2727272727272727,1.0
annealing,bayes,ratiorange,311,0.00998,487,0.15263,24576,0.91581,3,373,0.9940476190476191,0.8954423592493298
annealing,bayes,ratiorange,311,0.00998,487,0.15263,24576,0.91581,2,55,0.9464285714285714,0.9636363636363636
annealing,bayes,ratiorange,311,0.00998,487,0.15263,24576,0.91581,U,22,0.44,1.0
annealing,bayes,ratiorange,311,0.00998,487,0.15263,24576,0.91581,4,0,,
annealing,bayes,ratiorange,311,0.00998,487,0.15263,24576,0.91581,5,34,1.0,1.0
annealing,bayes,ratiorange,319,0.0102,479,0.14747,24576,0.92902,1,3,0.5,1.0
annealing,bayes,ratiorange,319,0.0102,479,0.14747,24576,0.92902,3,366,0.9940476190476191,0.912568306010929
annealing,bayes,ratiorange,319,0.0102,479,0.14747,24576,0.92902,2,54,0.9629629629629629,0.9629629629629629
annealing,bayes,ratiorange,319,0.0102,479,0.14747,24576,0.92902,U,22,0.4489795918367347,1.0
annealing,bayes,ratiorange,319,0.0102,479,0.14747,24576,0.92902,4,0,,
annealing,bayes,ratiorange,319,0.0102,479,0.14747,24576,0.92902,5,34,1.0,1.0
annealing,bayes,ratiorange,327,0.01034,471,0.14503,24576,0.93418,1,3,0.6,1.0
annealing,bayes,ratiorange,327,0.01034,471,0.14503,24576,0.93418,3,359,0.9939759036144579,0.9192200557103064
annealing,bayes,ratiorange,327,0.01034,471,0.14503,24576,0.93418,2,54,0.9811320754716981,0.9629629629629629
annealing,bayes,ratiorange,327,0.01034,471,0.14503,24576,0.93418,U,22,0.4583333333333333,1.0
